name,pos,avg_xG,avg_xA,avg_xGC,avg_I,avg_C,avg_T,avg_ICT,fixture_difficulty,is_home,form,class
Mohamed Elyounoussi,MID,0.32979974523186684,0.025188186205923557,1.3461874999999999,17.8,9.825,44.75,7.25,3,0,4.25,?
Kgaogelo Chauke,MID,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,3,0,0.0,?
Heung-Min Son,MID,0.43518470227718353,0.13236601371318102,1.16945325,26.1,13.55,29.75,6.950000000000001,6,0,4.5,?
Lucas Rodrigues Moura da Silva,MID,0.016589386854320765,0.024190399795770645,1.16945325,0.5,0.125,0.0,0.075,6,0,0.25,?
Pierre-Emile Højbjerg,MID,0.01721060462296009,0.09833664260804653,1.16945325,18.65,8.125,3.25,2.975,6,0,2.75,?
Harry Winks,MID,0.007884930819272995,0.004730662796646357,1.16945325,2.25,3.775,0.0,0.6,6,0,1.0,?
Steven Bergwijn,MID,0.14937574043869972,0.0,1.16945325,1.5,0.725,5.75,0.825,6,0,0.75,?
Harvey White,MID,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,6,0,0.0,?
Dejan Kulusevski,MID,0.17048533260822296,0.40560545586049557,1.16945325,22.3,20.475,28.25,7.1,6,0,5.75,?
Rodrigo Bentancur,MID,0.022233877331018448,0.1184241846203804,1.16945325,7.6000000000000005,9.649999999999999,5.5,2.275,6,0,1.25,?
Alfie Devine,MID,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,6,0,0.0,?
Moussa Sissoko,MID,0.0817594900727272,0.15935170743614435,1.5566175,25.299999999999997,27.25,10.0,6.249999999999999,10,0,3.25,?
Dan Gosling,MID,0.0,0.0,1.5566175,0.0,0.0,0.0,0.0,10,0,0.0,?
Tom Cleverley,MID,0.01680205948650837,0.029452674090862274,1.5566175,5.05,6.074999999999999,4.25,1.5250000000000001,10,0,1.75,?
Ken Sema,MID,0.0,0.0,1.5566175,2.95,0.325,0.0,0.325,10,0,0.5,?
Imrân Louza,MID,0.07061093137599528,0.03862181771546602,1.5566175,11.75,10.525,11.25,3.375,10,0,2.0,?
Kwadwo Baah,MID,FAIL,FAIL,FAIL,0.0,0.0,0.0,0.0,10,0,0.0,?
Oghenekaro Peter Etebo,MID,0.006791015155613422,0.0,1.5566175,0.15,0.075,0.0,0.025,10,0,0.25,?
Juraj Kucka,MID,0.10834847623482347,0.09952786192297935,1.5566175,11.15,3.8499999999999996,9.25,2.4250000000000003,10,0,2.0,?
Edo Kayembe,MID,0.0,0.0,1.5566175,1.35,0.15,0.0,0.15,10,0,0.25,?
